filename,title,author,date,date_start,date_end,citation
ANOCBAM.xml,[Compendium breve artis musicae],Anonymous,15th century,1400,1499,chtmlANOCBAM.xml
ANODVC.xml,De vera et compendiosa seu regulari constructione contrapuncti et de pluribus viciis a pluribus ignaris comittendis seu commissis ab autoribus prohibitis,Anonymous,15th century,1400,1499,chtmlANODVC.xml
ANOTRDMK_MKBJ754.xml,[Tractatulus de musica],Anonymous,13th century,1200,1299,chtmlANOTRDMK_MKBJ754.xml
BERMAN2_MLBL2322.xml,[De discantu],Anonymous,14th century,1300,1399,chtmlBERMAN2_MLBL2322.xml
ANOCIST.xml,Tractatus cantandi graduale. Graduali Cisterciensi prologi instar praemissus,Anonymous,12th century,1100,1199,chtmlANOCIST.xml
FARSCI.xml,De scientiis,Al-Farabi,12th century,1100,1199,chtmlFARSCI.xml
ANO1MU.xml,Musica,Anonymous I,9th-11th century,800,1099,chtmlANO1MU.xml
HUCORG.xml,De organo,Hucbald,9th-11th century,800,1099,chtmlHUCORG.xml
TINEM.xml,Expositio manus,"Tinctoris, Johannes",15th century,1400,1499,chtmlTINEM.xml
JACSP6A.xml,"Speculum musicae, Liber sextus",Jacobus Leodiensis,14th century,1300,1399,chtmlJACSP6A.xml
HOTDCF2.xml,Regulae Magistri Johannis Hoctobi anglici cantus figurati,"Hothby, Johannes",15th century,1400,1499,chtmlHOTDCF2.xml
QUAPRIB1.xml,Quatuor Principalia I,Anonymous,14th century,1300,1399,chtmlQUAPRIB1.xml
WOLENC6.xml,"Enchiridion musices, liber VI","Wollick, Nicolaus",16th century,1500,1599,chtmlWOLENC6.xml
COCCOM.xml,Compendium musices,"Coclico, Adrian Petit",16th century,1500,1599,chtmlCOCCOM.xml
MACCOM2.xml,Commentarium in somnium Scipionis,Macrobius Ambrosius Theodosius,3rd-5th century,200,499,chtmlMACCOM2.xml
GALRIT2.xml,"Ritus canendi vetustissimus et novus, liber secundus",Johannes Gallicus dictus Carthusiensis seu de Mantua,15th century,1400,1499,chtmlGALRIT2.xml
ARIMUS.xml,Musica,Aribo,9th-11th century,800,1099,chtmlARIMUS.xml
HIERINST.xml,Epistola ad Dardanum,Hieronymus [Ps.],9th-11th century,800,1099,chtmlHIERINST.xml
TINCPT2.xml,"Liber de arte contrapuncti, Liber secundus","Tinctoris, Johannes",15th century,1400,1499,chtmlTINCPT2.xml
ANOMENS_MPBN1474.xml,[De mensuratione],Anonymous,14th century,1300,1399,chtmlANOMENS_MPBN1474.xml
FRACOMP.xml,Tractatus de discantu,Franco [Ps.],13th century,1200,1299,chtmlFRACOMP.xml
ANOPRIR.xml,[Mensura fistularum],Anonymous,9th-11th century,800,1099,chtmlANOPRIR.xml
SZAMUS.xml,[Musica],Ladislaus de Zalka,15th century,1400,1499,chtmlSZAMUS.xml
ORNMUS3.xml,Musice active micrologus liber tertius,"Ornithoparchus, Andreas",16th century,1500,1599,chtmlORNMUS3.xml
ORNMUS1.xml,Musice active micrologus liber primus,"Ornithoparchus, Andreas",16th century,1500,1599,chtmlORNMUS1.xml
MURLIBR_MBAVR114.xml,Libellus cantus mensurabilis,Johannes de Muris,14th century,1300,1399,chtmlMURLIBR_MBAVR114.xml
METANO2.xml,[Regulae de musica],Anonymous,13th century,1200,1299,chtmlMETANO2.xml
JACSP7.xml,"Speculum musicae, Liber septimus",Jacobus Leodiensis,14th century,1300,1399,chtmlJACSP7.xml
WOLENC4.xml,"Enchiridion musices, liber IV","Wollick, Nicolaus",16th century,1500,1599,chtmlWOLENC4.xml
QUAPRIB3.xml,Quatuor Principalia III,Anonymous,14th century,1300,1399,chtmlQUAPRIB3.xml
PROTRAY.xml,Tractatus practice cantus mensurabilis ad modum ytalicorum,Prosdocimo de' Beldomandi,15th century,1400,1499,chtmlPROTRAY.xml
FABMUS2.xml,Ad musicam practicam introductio,"Faber, Heinrich",16th century,1500,1599,chtmlFABMUS2.xml
WEYREG.xml,Regule,"Weyts, Carmelite, Nicasius",15th century,1400,1499,chtmlWEYREG.xml
BEUMUS1.xml,"Musicae rudimenta e pleniore eius descriptione itemque exempla quaedam facilia ad puerilem exercitationem e bonis auctoribus, Libellus primus de sonis","Beurhusius, Fredericus",16th century,1500,1599,chtmlBEUMUS1.xml
GRELUC.xml,"Lucubratiunculae bonarum septem artium liberalium, capitulum quintum, De musica","Gresemund, Dietrich",15th century,1400,1499,chtmlGRELUC.xml
GLADOD2.xml,"Dodecachordum, Liber secundus","Glareanus, Henricus",16th century,1500,1599,chtmlGLADOD2.xml
ANOVDM.xml,[Versus de musica],Anonymous,12th century,1100,1199,chtmlANOVDM.xml
GARDMM.xml,De mensurabili musica,Johannes de Garlandia,13th century,1200,1299,chtmlGARDMM.xml
MURMGAF.xml,[Prefatio de Johannis de Muris Musica speculativa],"Gaffurio, Franchino",15th century,1400,1499,chtmlMURMGAF.xml
ANO1TRA.xml,Tractatus de consonantiis musicalibus,Anonymous 1,13th century,1200,1299,chtmlANO1TRA.xml
LOSERO.xml,Erotemata musicae practicae,"Lossio, Luca",16th century,1500,1599,chtmlLOSERO.xml
BERNVAR.xml,De varia psalmorum atque cantuum modulatione,Berno Augiensis,9th-11th century,800,1099,chtmlBERNVAR.xml
WYLMUS.xml,Musica manualis cum tonale,"Wylde, Johannes",15th century,1400,1499,chtmlWYLMUS.xml
CICNM1.xml,"Nova musica, liber primus de consonantiis","Ciconia, Johannes",15th century,1400,1499,chtmlCICNM1.xml
MARLU7.xml,"Lucidarium, tractatus septimus",Marchetus de Padua,14th century,1300,1399,chtmlMARLU7.xml
BOEDIM3.xml,"De institutione musica, liber tertius","Boethius, Anicius Manlius Severinus",6th-8th century,500,799,chtmlBOEDIM3.xml
UGODEC3A.xml,"Declaratio musicae disciplinae, liber tertius",Ugolino Urbevetanis,15th century,1400,1499,chtmlUGODEC3A.xml
FELMOD.xml,"Modus regulariter accentuandi lectiones Matutinales, prophetias necnon epistolas et euangelia",Sebastianus de Felstin,16th century,1500,1599,chtmlFELMOD.xml
ANO2OMN.xml,[Tractatulus de notis],Anonymous,14th century,1300,1399,chtmlANO2OMN.xml
ANOREGE.xml,Regulae generales de compositione cantus,Anonymous,15th century,1400,1499,chtmlANOREGE.xml
BOEDIM2.xml,"De institutione musica, liber secundus","Boethius, Anicius Manlius Severinus",6th-8th century,500,799,chtmlBOEDIM2.xml
MARLU6.xml,"Lucidarium, tractatus sextus",Marchetus de Padua,14th century,1300,1399,chtmlMARLU6.xml
ANOTRAC3_MVBM8-24.xml,[Tractatus versificatus de modis],Anonymous,13th century,1200,1299,chtmlANOTRAC3_MVBM8-24.xml
ANODUL.xml,Dulce ingenium (Versio Parisiensis et Brugensis),Anonymous,9th-11th century,800,1099,chtmlANODUL.xml
ADETRA.xml,Epistola cum tractatu de musica instrumentali humanaque ac mundana,Adelboldus,9th-11th century,800,1099,chtmlADETRA.xml
GLADOD3.xml,"Dodecachordum, Liber tertius","Glareanus, Henricus",16th century,1500,1599,chtmlGLADOD3.xml
HOTDCF1.xml,De cantu figurato secundum eundem fratrem Johannem Hothbi Carmelitam,"Hothby, Johannes",15th century,1400,1499,chtmlHOTDCF1.xml
JACSP6B.xml,"Speculum musicae, Liber sextus",Jacobus Leodiensis,14th century,1300,1399,chtmlJACSP6B.xml
HERMUS_MRSL1496.xml,Musica,Hermannus Contractus,9th-11th century,800,1099,chtmlHERMUS_MRSL1496.xml
BERNDIVM.xml,Cita et vera divisio monochordi in diatonico genere,Bernelinus,9th-11th century,800,1099,chtmlBERNDIVM.xml
LIBDEP.xml,De philosophiae laudibus oratio,"Liban, Jerzy",16th century,1500,1599,chtmlLIBDEP.xml
VINSPE.xml,"Speculum doctrinale, liber XVII, capitula X-XXXV",Vincent of Beauvais,13th century,1200,1299,chtmlVINSPE.xml
QUAPRIB2.xml,Quatuor Principalia II,Anonymous,14th century,1300,1399,chtmlQUAPRIB2.xml
AGANONT.xml,Tractatus de musica,Anonymous,15th century,1400,1499,chtmlAGANONT.xml
MACCOM1.xml,Commentarium in somnium Scipionis,Macrobius Ambrosius Theodosius,3rd-5th century,200,499,chtmlMACCOM1.xml
PSDTRA.xml,Tractatus de Musica,Petrus de Sancto Dionysio,14th century,1300,1399,chtmlPSDTRA.xml
BALABM.xml,Abreviatio Magistri Franconis,Johannes dictus Balloce,13th century,1200,1299,chtmlBALABM.xml
WOLENC5.xml,"Enchiridion musices, liber V","Wollick, Nicolaus",16th century,1500,1599,chtmlWOLENC5.xml
GUIMOD.xml,De modorum formulis et cantuum qualitatibus,Guido d'Arezzo,9th-11th century,800,1099,chtmlGUIMOD.xml
GALRIT1.xml,"Ritus canendi vetustissimus et novus, liber primus",Johannes Gallicus dictus Carthusiensis seu de Mantua,15th century,1400,1499,chtmlGALRIT1.xml
KILDOS.xml,De ortu scientiarum,"Kilwardby, Robert",13th century,1200,1299,chtmlKILDOS.xml
ANOPRG.xml,[Mensura fistularum],Anonymous,9th-11th century,800,1099,chtmlANOPRG.xml
METANO3.xml,Ars musica,Anonymous,13th century,1200,1299,chtmlMETANO3.xml
TINCPT1.xml,"Liber de arte contrapuncti, Liber primus","Tinctoris, Johannes",15th century,1400,1499,chtmlTINCPT1.xml
WYLMUSI_MLBLL763.xml,Musica guidonis,"Wylde, John",15th century,1400,1499,chtmlWYLMUSI_MLBLL763.xml
REIMAR.xml,"Margarita philosophica cum additionibus nouis: ab auctore suo studiosissima reuisione quarto super additis, Liber V: De principiis musicae","Reisch, Gregor",16th century,1500,1599,chtmlREIMAR.xml
GUICOMS.xml,Commentarius in Micrologum Guidonis Aretini,Anonymous,12th century,1100,1199,chtmlGUICOMS.xml
FELOP.xml,Opusculum musice,Sebastianus de Felstin,16th century,1500,1599,chtmlFELOP.xml
PETMUSUP.xml,[Musica mensurabilis],Petrus Picardus,13th century,1200,1299,chtmlPETMUSUP.xml
AEGTRA.xml,Tractatus cantus mensurabilis,Aegidius de Murino,14th century,1300,1399,chtmlAEGTRA.xml
ANOCC.xml,[Compilatio Caroloruhensis],Anonymous,9th-11th century,800,1099,chtmlANOCC.xml
ORNMUS4.xml,Musice active micrologus liber quartus,"Ornithoparchus, Andreas",16th century,1500,1599,chtmlORNMUS4.xml
BERMAN3_MLBL2322.xml,[De cognicione notulorum],Anonymous,14th century,1300,1399,chtmlBERMAN3_MLBL2322.xml
MURISW3.xml,Musica speculativa,Johannes de Muris,14th century,1300,1399,chtmlMURISW3.xml
IERTRA2.xml,Tractatus de musica,Ieronimus de Moravia,13th century,1200,1299,chtmlIERTRA2.xml
VITARNO.xml,Ars nova,Philippe de Vitry,14th century,1300,1399,chtmlVITARNO.xml
ANO8REG.xml,Regulae de contrapuncto,Anonymous VIII,15th century,1400,1499,chtmlANO8REG.xml
ROFFSUM.xml,Summa musicae artis,"Roffredi, Guglielmo",12th century,1100,1199,chtmlROFFSUM.xml
WOLENC1.xml,"Enchiridion musices, liber I","Wollick, Nicolaus",16th century,1500,1599,chtmlWOLENC1.xml
ANOTRAM.xml,Tractatulus de mensurationum,Anonymous,15th century,1400,1499,chtmlANOTRAM.xml
MURMSPE.xml,Musica speculativa,Johannes de Muris,14th century,1300,1399,chtmlMURMSPE.xml
ANODEO_MLBLL763.xml,[De origine musice artis],Anonymous,14th century,1300,1399,chtmlANODEO_MLBLL763.xml
ODOMU.xml,De musica,Odo,9th-11th century,800,1099,chtmlODOMU.xml
LAMTRAC_MSBCLV30.xml,[Tractatus de musica],Anonymous,13th century,1200,1299,chtmlLAMTRAC_MSBCLV30.xml
RAMMP2.xml,"Musica practica, secunda pars, tractatus primus","Ramus de Pareia, Bartholomeus",15th century,1400,1499,chtmlRAMMP2.xml
GUILEC.xml,[Lectio Guidonis],Anonymous,9th-11th century,800,1099,chtmlGUILEC.xml
MARLU2.xml,"Lucidarium, tractatus secundus",Marchetus de Padua,14th century,1300,1399,chtmlMARLU2.xml
CICNM4.xml,"Nova musica, liber quartus de accidentibus","Ciconia, Johannes",15th century,1400,1499,chtmlCICNM4.xml
ANOORG.xml,[Tractatus de organo],Anonymous,12th century,1100,1199,chtmlANOORG.xml
FAVDIS.xml,Disputatio de somnio Scipionis,Favonius Eulogius,3rd-5th century,200,499,chtmlFAVDIS.xml
ANOCOL_MMBAI20I.xml,[Collectio tractatuum diversae originis],Anonymous,15th century,1400,1499,chtmlANOCOL_MMBAI20I.xml
ALCMUS.xml,Musica,"Alcuinus, Flaccus",6th-8th century,500,799,chtmlALCMUS.xml
CRIEPI.xml,Epistola de vocibus in musica liturgica Graecorum usitatis,"Critopulus, hieromonachus, Metrophanes",17th century,1600,1699,chtmlCRIEPI.xml
WILMU.xml,Musica,Willehelmus Hirsaugensis,9th-11th century,800,1099,chtmlWILMU.xml
PETTRA.xml,Tractatus de tonis,Petrus de Cruce Ambianensis,13th century,1200,1299,chtmlPETTRA.xml
LUCARSC.xml,Ars cantus figurati,Antonius de Luca,15th century,1400,1499,chtmlLUCARSC.xml
ANODCD.xml,De consonantia et dissonantia,Anonymous,15th century,1400,1499,chtmlANODCD.xml
MARLU3.xml,"Lucidarium, tractatus tertius",Marchetus de Padua,14th century,1300,1399,chtmlMARLU3.xml
LUCARS.xml,Ars cantus figurati,Antonius de Luca,15th century,1400,1499,chtmlLUCARS.xml
JACSM6A.xml,"Speculum musicae, Liber sextus",Jacobus Leodiensis,14th century,1300,1399,chtmlJACSM6A.xml
BERNMUS.xml,Musica seu Prologus in Tonarium,Berno Augiensis,9th-11th century,800,1099,chtmlBERNMUS.xml
ANO4SQA_MPBN1512.xml,Si quis artem,Anonymous,15th century,1400,1499,chtmlANO4SQA_MPBN1512.xml
TINCOM2.xml,Complexus viginti effectuum nobilis artis musices,"Tinctoris, Johannes",15th century,1400,1499,chtmlTINCOM2.xml
ROSLIB2.xml,Libellus de rudimentis musices: De choro et organo compendium,"Rossetti, Biagio",16th century,1500,1599,chtmlROSLIB2.xml
SCHENC.xml,Scholia enchiriadis de arte musica,Anonymous,9th-11th century,800,1099,chtmlSCHENC.xml
TORTRI.xml,Trianguli et scuti declaratio de proportionibus musicae mensurabilis,"Torkesey, Johannes",14th century,1300,1399,chtmlTORTRI.xml
FRUTON.xml,Tonarius,Frutolfus,12th century,1100,1199,chtmlFRUTON.xml
TINTDN.xml,Tractatus de notis et pausis,"Tinctoris, Johannes",15th century,1400,1499,chtmlTINTDN.xml
BALABREV_MPBN1512.xml,[Abreviatio Magistri Franconis],Johannes dictus Ballox,13th century,1200,1299,chtmlBALABREV_MPBN1512.xml
GUIPRAN.xml,Prologus in antiphonarium,Guido d'Arezzo,9th-11th century,800,1099,chtmlGUIPRAN.xml
KEINLIL.xml,Lilium musicae planae,"Keinspeck, Michael",15th century,1400,1499,chtmlKEINLIL.xml
ANOMK.xml,De numeris musicis et de consonantiis,Anonymous,9th-11th century,800,1099,chtmlANOMK.xml
REGTON.xml,Tonarius,Regino Prumiensis,9th-11th century,800,1099,chtmlREGTON.xml
IERTRA1.xml,Tractatus de musica,Ieronimus de Moravia,13th century,1200,1299,chtmlIERTRA1.xml
FLATRA.xml,"Tractatus modi, temporis et prolationis","Sadze de Flandria, Christianus",15th century,1400,1499,chtmlFLATRA.xml
ANOOMDE_MSBCLV30.xml,Sub breuissimo compendio Philippo de Vitriaco in musica incipit,Anonymous,14th century,1300,1399,chtmlANOOMDE_MSBCLV30.xml
AURMUS.xml,Musica disciplina,Aurelianus Reomensis,9th-11th century,800,1099,chtmlAURMUS.xml
ANOSEMI.xml,Capitulum de semibrevibus,Anonymous,14th century,1300,1399,chtmlANOSEMI.xml
WOLENC2.xml,"Enchiridion musices, liber II","Wollick, Nicolaus",16th century,1500,1599,chtmlWOLENC2.xml
MARLUC8.xml,"Lucidarium, tractatus octavus",Marchetus de Padua,14th century,1300,1399,chtmlMARLUC8.xml
ZELTRA.xml,Tractatus de cantu perfecto et imperfecto,Henricus de Zelandia,14th century,1300,1399,chtmlZELTRA.xml
ANO7DED.xml,De diversis maneriebus in musica mensurabili,Anonymous VII,14th century,1300,1399,chtmlANO7DED.xml
CASIM.xml,"Institutiones musicae, seu excerpta ex eiusdem libro, de artibus ac disciplinis liberalium litterarum","Cassiodorus, Aurelius",6th-8th century,500,799,chtmlCASIM.xml
AMEPRA.xml,Practica artis musice,Amerus,13th century,1200,1299,chtmlAMEPRA.xml
ANOMCOMP_MSAVI44.xml,Musica compendium,Anonymous,15th century,1400,1499,chtmlANOMCOMP_MSAVI44.xml
ADORFAC.xml,Ad organum faciendum,Anonymous,9th-11th century,800,1099,chtmlADORFAC.xml
ANOODAO.xml,[Opusculum de arte organica],Anonymous,15th century,1400,1499,chtmlANOODAO.xml
BOEDIM5.xml,"De institutione musica, liber quintus","Boethius, Anicius Manlius Severinus",6th-8th century,500,799,chtmlBOEDIM5.xml
MARLU1.xml,"Lucidarium, tractatus primus",Marchetus de Padua,14th century,1300,1399,chtmlMARLU1.xml
HANSUMA.xml,Summa,"Hanboys, Johannes",14th century,1300,1399,chtmlHANSUMA.xml
BERNDIV.xml,Cita et vera divisio monochordi in diatonico genere,Bernelinus,9th-11th century,800,1099,chtmlBERNDIV.xml
HEHESUMM_MVBM8-24.xml,Summula,Henricus Helene,14th century,1300,1399,chtmlHEHESUMM_MVBM8-24.xml
ODISUM.xml,Summa de speculatione musice,"Odington, Walter",14th century,1300,1399,chtmlODISUM.xml
HOTRSC.xml,Regulae supra contrapunctum,"Hothby, Johannes",15th century,1400,1499,chtmlHOTRSC.xml
FRUBREC.xml,"Breviarium de musica, capitulum XI",Frutolfus,12th century,1100,1199,chtmlFRUBREC.xml
ANOAPC.xml,Ars et practica cantus figurativi,Anonymous,15th century,1400,1499,chtmlANOAPC.xml
VILCAR.xml,Carmen de musica cum glossis,"Villa Dei, Alexander de",13th century,1200,1299,chtmlVILCAR.xml
ANODMM.xml,De musica mensurata,Anonymous,13th century,1200,1299,chtmlANODMM.xml
HUCHAR.xml,De harmonica institutione,Hucbald,9th-11th century,800,1099,chtmlHUCHAR.xml
ANODML.xml,De musica libellus,Anonymous,13th century,1200,1299,chtmlANODML.xml
ANOMEN.xml,Mensura monochordi Boetii,Anonymous,12th century,1100,1199,chtmlANOMEN.xml
HOTREGP.xml,Regulae super proportionem,"Hothby, Johannes",15th century,1400,1499,chtmlHOTREGP.xml
BERNDEC.xml,De consona tonorum diversitate,Berno Augiensis,9th-11th century,800,1099,chtmlBERNDEC.xml
AQUMUS.xml,De arte musica,"Aquinas [Ps.], Thomas",13th century,1200,1299,chtmlAQUMUS.xml
ANODCP.xml,De contrapuncto plano,Anonymous,15th century,1400,1499,chtmlANODCP.xml
RUTDIA.xml,Dialogus de musica,"Sycamber de Venray, Rutgerus",16th century,1500,1599,chtmlRUTDIA.xml
JACSM6B.xml,"Speculum musicae, Liber sextus",Jacobus Leodiensis,14th century,1300,1399,chtmlJACSM6B.xml
BOEDIM4.xml,"De institutione musica, liber quartus","Boethius, Anicius Manlius Severinus",6th-8th century,500,799,chtmlBOEDIM4.xml
WFANON2B_MBUFIX54.xml,Ars musyce,Anonymous,12th century,1100,1199,chtmlWFANON2B_MBUFIX54.xml
TINNAT.xml,Liber de natura et proprietate tonorum,"Tinctoris, Johannes",15th century,1400,1499,chtmlTINNAT.xml
VITANV_MBAVB307.xml,Ars nova,Philippe de Vitry,14th century,1300,1399,chtmlVITANV_MBAVB307.xml
FARORT.xml,"De ortu scientiarum, Dictio de cognoscenda causa unde orta est ars musice",Al-Farabi,12th century,1100,1199,chtmlFARORT.xml
TINCOM1.xml,Complexus effectuum musices,"Tinctoris, Johannes",15th century,1400,1499,chtmlTINCOM1.xml
ROSLIB1.xml,Libellus de rudimentis musices: Compendium musicae,"Rossetti, Biagio",16th century,1500,1599,chtmlROSLIB1.xml
GUICOM.xml,Commentarius in Micrologum Guidonis Aretini,Anonymous,12th century,1100,1199,chtmlGUICOM.xml
TORKDEC_MLBLL763.xml,Declaratio et expositio,"Torkesey, Johannes",14th century,1300,1399,chtmlTORKDEC_MLBLL763.xml
MARLUC9.xml,"Lucidarium, tractatus nonus",Marchetus de Padua,14th century,1300,1399,chtmlMARLUC9.xml
CENDIE.xml,De die natali liber,Censorinus,3rd-5th century,200,499,chtmlCENDIE.xml
CZEDMP.xml,[De musica plana],"Czerey, János",17th century,1600,1699,chtmlCZEDMP.xml
MURPRA.xml,"De practica musica, seu de mensurabili",Johannes de Muris,14th century,1300,1399,chtmlMURPRA.xml
WOLENC3.xml,"Enchiridion musicae, liber III","Wollick, Nicolaus",16th century,1500,1599,chtmlWOLENC3.xml
LIBDEA.xml,De accentuum ecclesiasticorum exquisita ratione,"Liban, Jerzy",16th century,1500,1599,chtmlLIBDEA.xml
QUAPRIB4.xml,Quatuor Principalia IV,Anonymous,14th century,1300,1399,chtmlQUAPRIB4.xml
WILBRE.xml,Breviarium regulare musicae,Willelmus,14th century,1300,1399,chtmlWILBRE.xml
ANOLAF.xml,[Tractatus de musica],Anonymous,12th century,1100,1199,chtmlANOLAF.xml
OSBMUS.xml,De vocum consonantiis,Osbernus Cantuariensis (?),9th-11th century,800,1099,chtmlOSBMUS.xml
ANOPRA.xml,Practica musicae artis mensurabilis,Anonymous,13th century,1200,1299,chtmlANOPRA.xml
HOTRC.xml,Regulae contrapuncti,"Hothby, Johannes",15th century,1400,1499,chtmlHOTRC.xml
ANOTON_MLBLR12.xml,De tonorum agnicionibus,Anonymous,14th century,1300,1399,chtmlANOTON_MLBLR12.xml
GUIFAR.xml,Ars musice mensurate,Guido Frater,14th century,1300,1399,chtmlGUIFAR.xml
ANOBRIG.xml,[De musica mensurata],Anonymous,15th century,1400,1499,chtmlANOBRIG.xml
GAFTM1.xml,"Theorica musice, liber primus","Gaffurio, Franchino",15th century,1400,1499,chtmlGAFTM1.xml
KECKINMU.xml,Introductorium musicae,"Keck, Ioannes",15th century,1400,1499,chtmlKECKINMU.xml
EICANON_MEUB685.xml,[Tractatus de musica plana],Anonymous,15th century,1400,1499,chtmlEICANON_MEUB685.xml
GUIARS6.xml,Ars musicorum liber VI,Guillermus de Podio,15th century,1400,1499,chtmlGUIARS6.xml
VANREC.xml,"Recanetum de musica aurea, liber II, capituli XX-XXXVII","Vanneo, Stephano",16th century,1500,1599,chtmlVANREC.xml
ANO10DEM.xml,De minimis notulis,Anonymous X,15th century,1400,1499,chtmlANO10DEM.xml
BEDMUS.xml,Musica quadrata seu mensurata,Beda [Ps.],13th century,1200,1299,chtmlBEDMUS.xml
ANCMUS.xml,De musica,"Ancina Fossaniensis, Juvenal",16th century,1500,1599,chtmlANCMUS.xml
